"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"Restaurant 20 Victoria","Toronto, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Enigma Yorkville","Toronto, Canada","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Grič","Šentjošt nad Horjulom, Slovenia","€€€€ · Farm to table","€€€€","Farm to table",1,"1 Star"
"Gostilna Pri Lojzetu","Vipava, Slovenia","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Dam","Nova Gorica, Slovenia","€€€ · Seafood","€€€","Seafood",1,"1 Star"
"Hiša Linhart","Radovljica, Slovenia","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Hiša Denk","Zgornja Kungota, Slovenia","€€€ · Creative","€€€","Creative",1,"1 Star"
"Restavracija Strelec","Ljubljana, Slovenia","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"COB","Portorož, Slovenia","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Costes","Budapest, Hungary","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Babel","Budapest, Hungary","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Borkonyha Winekitchen","Budapest, Hungary","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"essência","Budapest, Hungary","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"42","Esztergom, Hungary","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Rumour","Budapest, Hungary","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Salt","Budapest, Hungary","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Bosq","Aspen, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Beckon","Denver, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Brutø","Denver, USA","$$$$ · Mexican","$$$$","Mexican",1,"1 Star"
"The Wolf's Tailor","Denver, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Frasca Food and Wine","Boulder, USA","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"Xu's Cuisine","Chengdu, China","¥¥¥ · Sichuan","¥¥¥","Sichuan",1,"1 Star"
"Silver Pot","Chengdu, China","¥¥¥ · Sichuan","¥¥¥","Sichuan",1,"1 Star"
"Song Yun Ze","Chengdu, China","¥¥¥¥ · Sichuan","¥¥¥¥","Sichuan",1,"1 Star"
"Fang Xiang Jing","Chengdu, China","¥¥¥ · Sichuan","¥¥¥","Sichuan",1,"1 Star"
"S Kitchen","Chengdu, China","¥¥¥ · French Contemporary","¥¥¥","French Contemporary",1,"1 Star"
"Chaimen Hui","Chengdu, China","¥¥¥¥ · Sichuan","¥¥¥¥","Sichuan",1,"1 Star"
"Young Art · Yong Ya He Xian (Tongzilin East Road)","Chengdu, China","¥¥¥ · Sichuan","¥¥¥","Sichuan",1,"1 Star"
"Hokkien Cuisine","Chengdu, China","¥¥¥ · Fujian","¥¥¥","Fujian",1,"1 Star"
"Fu Rong Huang","Chengdu, China","¥¥ · Sichuan","¥¥","Sichuan",1,"1 Star"
"Ma's Kitchen","Chengdu, China","¥¥ · Sichuan","¥¥","Sichuan",1,"1 Star"
"Mi Xun Teahouse","Chengdu, China","¥¥ · Vegetarian","¥¥","Vegetarian",1,"1 Star"
"La Maison de Win","Taichung, Taiwan","$$$ · Taiwanese contemporary","$$$","Taiwanese contemporary",1,"1 Star"
"Ban Bo","Taipei, Taiwan","$$$ · Taiwanese contemporary","$$$","Taiwanese contemporary",1,"1 Star"
"ZEA","Taipei, Taiwan","$$$$ · Latin American","$$$$","Latin American",1,"1 Star"
"Ad Astra","Taipei, Taiwan","$$$$ · European Contemporary","$$$$","European Contemporary",1,"1 Star"
"Kitcho","Taipei, Taiwan","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Danny's Steakhouse","Taipei, Taiwan","$$$ · Steakhouse","$$$","Steakhouse",1,"1 Star"
"Fleur de Sel","Taichung, Taiwan","$$$$ · French Contemporary","$$$$","French Contemporary",1,"1 Star"
"Sushi Akira","Taipei, Taiwan","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Yu Kapo","Taipei, Taiwan","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Tien Hsiang Lo","Taipei, Taiwan","$$$ · Hang Zhou","$$$","Hang Zhou",1,"1 Star"
"Sushi Nomura","Taipei, Taiwan","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Golden Formosa","Taipei, Taiwan","$$ · Taiwanese","$$","Taiwanese",1,"1 Star"
"Longtail","Taipei, Taiwan","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"Impromptu by Paul Lee","Taipei, Taiwan","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"Mountain and Sea House","Taipei, Taiwan","$$$ · Taiwanese","$$$","Taiwanese",1,"1 Star"
"Mipon","Taipei, Taiwan","$$$ · Taiwanese","$$$","Taiwanese",1,"1 Star"
"Sho","Kaohsiung, Taiwan","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Oretachi No Nikuya","Taichung, Taiwan","$$$ · Barbecue","$$$","Barbecue",1,"1 Star"
"A Cut","Taipei, Taiwan","$$$$ · Steakhouse","$$$$","Steakhouse",1,"1 Star"
"INITA","Taipei, Taiwan","$$$$ · Italian Contemporary","$$$$","Italian Contemporary",1,"1 Star"
"Ming Fu","Taipei, Taiwan","$$$ · Taiwanese","$$$","Taiwanese",1,"1 Star"
"Ken Anhe","Taipei, Taiwan","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Forchetta","Taichung, Taiwan","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"The Guest House","Taipei, Taiwan","$$$ · Huaiyang","$$$","Huaiyang",1,"1 Star"
"Ya Ge","Taipei, Taiwan","$$$$ · Cantonese","$$$$","Cantonese",1,"1 Star"
"Sushi Ryu","Taipei, Taiwan","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"de nuit","Taipei, Taiwan","$$$$ · French Contemporary","$$$$","French Contemporary",1,"1 Star"
"T+T","Taipei, Taiwan","$$$ · Asian Contemporary","$$$","Asian Contemporary",1,"1 Star"
"Shin Yeh Taiwanese Signature","Taipei, Taiwan","$$ · Taiwanese","$$","Taiwanese",1,"1 Star"
"Fujin Tree Taiwanese Cuisine & Champagne (Songshan)","Taipei, Taiwan","$$ · Taiwanese","$$","Taiwanese",1,"1 Star"
"Holt","Taipei, Taiwan","$$$$ · European Contemporary","$$$$","European Contemporary",1,"1 Star"
"Sushiyoshi","Taipei, Taiwan","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Haili","Kaohsiung, Taiwan","$$$ · Modern Cuisine","$$$","Modern Cuisine",1,"1 Star"
"Paris 1930 de Hideki Takayama","Taipei, Taiwan","$$$$ · French Contemporary","$$$$","French Contemporary",1,"1 Star"
"Sur-","Taichung, Taiwan","$$$ · Taiwanese contemporary","$$$","Taiwanese contemporary",1,"1 Star"
"Aphotic","San Francisco, USA","$$$$ · Seafood","$$$$","Seafood",1,"1 Star"
"Bell's","Los Alamos, USA","$$ · French","$$","French",1,"1 Star"
"Manzke","Los Angeles, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Knife Pleat","Costa Mesa, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Sons & Daughters","San Francisco, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kali","Hollywood, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Shin Sushi","Encino, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"The Progress","San Francisco, USA","$$$ · Californian","$$$","Californian",1,"1 Star"
"Chez TJ","Mountain View, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"The Shota","San Francisco, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Pasta | Bar","Encino, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Nisei","San Francisco, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"O' by Claude Le Tohic","San Francisco, USA","$$$$ · French","$$$$","French",1,"1 Star"
"Sushi Tadokoro","San Diego, USA","$$$ · Japanese","$$$","Japanese",1,"1 Star"
"Sushi Yoshizumi","San Mateo, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Localis","Sacramento, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Ssal","San Francisco, USA","$$$$ · Korean","$$$$","Korean",1,"1 Star"
"Q Sushi","Los Angeles, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Jeune et Jolie","Carlsbad, USA","$$$$ · French","$$$$","French",1,"1 Star"
"Soichi","San Diego, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Madcap","San Anselmo, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"The Kitchen","Sacramento, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Citrin","Santa Monica, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Six Test Kitchen","Paso Robles, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Le Comptoir at Bar Crenn","San Francisco, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Mister Jiu’s","San Francisco, USA","$$$ · Chinese","$$$","Chinese",1,"1 Star"
"Nozawa Bar","Beverly Hills, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Aubergine","Carmel-by-the-Sea, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Maude","Beverly Hills, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kin Khao","San Francisco, USA","$$$ · Thai","$$$","Thai",1,"1 Star"
"Orsa & Winston","Los Angeles, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Nari","San Francisco, USA","$$$ · Thai","$$$","Thai",1,"1 Star"
"Protégé","Palo Alto, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Selby's","Atherton, USA","$$$$ · American","$$$$","American",1,"1 Star"
"Angler SF","San Francisco, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Sorrel","San Francisco, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Auro","Calistoga, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Hana re","Costa Mesa, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Sushi Inaba","Torrance, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Shibumi","Los Angeles, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Osteria Mozza","Los Angeles, USA","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"Wakuriya","San Mateo, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Gwen","Los Angeles, USA","$$$$ · Steakhouse","$$$$","Steakhouse",1,"1 Star"
"Gary Danko","San Francisco, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Kenzo","Napa, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Niku Steakhouse","San Francisco, USA","$$$$ · Steakhouse","$$$$","Steakhouse",1,"1 Star"
"Kato","Los Angeles, USA","$$$$ · Asian","$$$$","Asian",1,"1 Star"
"State Bird Provisions","San Francisco, USA","$$$ · Californian","$$$","Californian",1,"1 Star"
"Heritage","Long Beach, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Plumed Horse","Saratoga, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"The Village Pub","Woodside, USA","$$$ · Contemporary","$$$","Contemporary",1,"1 Star"
"Sushi Shin","Redwood City, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Auberge du Soleil","Rutherford, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Sushi Kaneyoshi","Los Angeles, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Morihiro","Los Angeles, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"The Restaurant at JUSTIN","Paso Robles, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Valle","Oceanside, USA","$$$$ · Mexican","$$$$","Mexican",1,"1 Star"
"Caruso's","Montecito, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"Gucci Osteria da Massimo Bottura","Beverly Hills, USA","$$$$ · Italian","$$$$","Italian",1,"1 Star"
"Camphor","Los Angeles, USA","$$$$ · French","$$$$","French",1,"1 Star"
"Barndiva","Healdsburg, USA","$$$ · Californian","$$$","Californian",1,"1 Star"
"Osito","San Francisco, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Chez Noir","Carmel-by-the-Sea, USA","$$$$ · Contemporary","$$$$","Contemporary",1,"1 Star"
"Cyrus","Geyserville, USA","$$$$ · Californian","$$$$","Californian",1,"1 Star"
"San Ho Won","San Francisco, USA","$$$ · Korean","$$$","Korean",1,"1 Star"
"715","Los Angeles, USA","$$$$ · Japanese","$$$$","Japanese",1,"1 Star"
"Press","Saint Helena, USA","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"Wisca (Haizhu)","Guangzhou, China","¥¥ · Cantonese","¥¥","Cantonese",1,"1 Star"
"Yong","Guangzhou, China","¥¥¥¥ · Sichuan","¥¥¥¥","Sichuan",1,"1 Star"
"Xin Ji","Guangzhou, China","¥¥ · Cantonese","¥¥","Cantonese",1,"1 Star"
"Rêver","Guangzhou, China","¥¥¥¥ · French Contemporary","¥¥¥¥","French Contemporary",1,"1 Star"
"Jade River","Guangzhou, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Suyab Courtyard・Pickmoon Gourmet","Guangzhou, China","¥¥¥¥ · Chao Zhou","¥¥¥¥","Chao Zhou",1,"1 Star"
"Stiller","Guangzhou, China","¥¥¥ · European","¥¥¥","European",1,"1 Star"
"Lingnan House","Guangzhou, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Hongtu Hall","Guangzhou, China","¥¥ · Dim Sum","¥¥","Dim Sum",1,"1 Star"
"BingSheng Mansion","Guangzhou, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Lei Garden (Yuexiu)","Guangzhou, China","¥¥ · Cantonese","¥¥","Cantonese",1,"1 Star"
"Imperial Treasure Fine Teochew Cuisine","Guangzhou, China","¥¥¥ · Chao Zhou","¥¥¥","Chao Zhou",1,"1 Star"
"Song","Guangzhou, China","¥¥ · Sichuan","¥¥","Sichuan",1,"1 Star"
"Yu Yue Heen","Guangzhou, China","¥¥¥¥ · Cantonese","¥¥¥¥","Cantonese",1,"1 Star"
"Lai Heen","Guangzhou, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"BingSheng Private Kitchen (Tianhe East Road)","Guangzhou, China","¥¥¥ · Cantonese","¥¥¥","Cantonese",1,"1 Star"
"Art di Daniele Sperindio","Singapore","$$$ · Italian","$$$","Italian",1,"1 Star"
"Lerouy","Singapore","$$$ · French Contemporary","$$$","French Contemporary",1,"1 Star"
"Euphoria","Singapore","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"Jag","Singapore","$$$ · French Contemporary","$$$","French Contemporary",1,"1 Star"
"Candlenut","Singapore","$$ · Peranakan","$$","Peranakan",1,"1 Star"
"Buona Terra","Singapore","$$$ · Italian Contemporary","$$$","Italian Contemporary",1,"1 Star"
"Sommer","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"Hill Street Tai Hwa Pork Noodle","Singapore","$ · Street Food","$","Street Food",1,"1 Star"
"Rhubarb","Singapore","$$ · French Contemporary","$$","French Contemporary",1,"1 Star"
"Cure","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"Terra","Singapore","$$$ · Italian Contemporary","$$$","Italian Contemporary",1,"1 Star"
"Sushi Sakuta","Singapore","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Meta","Singapore","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"Imperial Treasure Fine Teochew Cuisine (Orchard)","Singapore","$$ · Teochew","$$","Teochew",1,"1 Star"
"Putien (Kitchener Road)","Singapore","$$ · Fujian","$$","Fujian",1,"1 Star"
"Whitegrass","Singapore","$$$ · French Contemporary","$$$","French Contemporary",1,"1 Star"
"Ma Cuisine","Singapore","$$$ · French","$$$","French",1,"1 Star"
"Nouri","Singapore","$$$$ · Innovative","$$$$","Innovative",1,"1 Star"
"Shinji (Bras Basah Road)","Singapore","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Béni","Singapore","$$$ · French Contemporary","$$$","French Contemporary",1,"1 Star"
"Lei Garden","Singapore","$$ · Cantonese","$$","Cantonese",1,"1 Star"
"Iggy's","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"Alma","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"Summer Pavilion","Singapore","$$ · Cantonese","$$","Cantonese",1,"1 Star"
"CUT","Singapore","$$$ · Steakhouse","$$$","Steakhouse",1,"1 Star"
"Sushi Ichi","Singapore","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Sushi Kimura","Singapore","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Chef Kang's","Singapore","$$ · Cantonese","$$","Cantonese",1,"1 Star"
"Braci","Singapore","$$$ · Italian Contemporary","$$$","Italian Contemporary",1,"1 Star"
"Shisen Hanten","Singapore","$$ · Cantonese","$$","Cantonese",1,"1 Star"
"Burnt Ends","Singapore","$$$ · Barbecue","$$$","Barbecue",1,"1 Star"
"Oshino","Singapore","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Seroja","Singapore","$$$ · Malaysian","$$$","Malaysian",1,"1 Star"
"Nae:um","Singapore","$$$ · Korean Contemporary","$$$","Korean Contemporary",1,"1 Star"
"Labyrinth","Singapore","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"Esora","Singapore","$$$$ · Innovative","$$$$","Innovative",1,"1 Star"
"Born","Singapore","$$$$ · Innovative","$$$$","Innovative",1,"1 Star"
"Poise","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"La Dame de Pic","Singapore","$$$ · French Contemporary","$$$","French Contemporary",1,"1 Star"
"Summer Palace","Singapore","$$$ · Cantonese","$$$","Cantonese",1,"1 Star"
"Table65","Singapore","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"28 Wilkie","Singapore","$$$ · Innovative","$$$","Innovative",1,"1 Star"
"Willow","Singapore","$$$ · Asian Contemporary","$$$","Asian Contemporary",1,"1 Star"
"Hamamoto","Singapore","$$$$ · Sushi","$$$$","Sushi",1,"1 Star"
"Rêve","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"Marguerite","Singapore","$$$ · European Contemporary","$$$","European Contemporary",1,"1 Star"
"NUTA","Warsaw, Poland","€€€€ · Polish","€€€€","Polish",1,"1 Star"
"Muga","Poznan, Poland","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Restaurant 360","Dubrovnik, Croatia","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Boškinac","Novalja, Croatia","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Pelegrini","Sibenik, Croatia","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Noel","Zagreb, Croatia","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"LD Restaurant","Korcula, Croatia","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Monte","Rovinj, Croatia","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Korak","Jastrebarsko, Croatia","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Draga di Lovrana","Lovran, Croatia","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Agli Amici Rovinj","Rovinj, Croatia","€€€€ · Italian Contemporary","€€€€","Italian Contemporary",1,"1 Star"
"Alfred Keller","Mali Lošinj, Croatia","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Nebo","Rijeka, Croatia","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Under","Lindesnes, Norway","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"DILL","Reykjavík, Iceland","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Nour","Stockholm, Sweden","€€€ · Creative","€€€","Creative",1,"1 Star"
"FAGN","Trondheim, Norway","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Operakällaren","Stockholm, Sweden","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Finnjävel Salonki","Helsinki, Finland","€€€ · Finnish","€€€","Finnish",1,"1 Star"
