"title","location","price_cuisine","price","cuisine","michelin_stars","distinction"
"Gutshaus Stolpe","Stolpe, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"BODENDORF'S","Tinnum, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Schwarzer Adler","Vogtsburg im Kaiserstuhl, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"DIE GOURMET STUBE im Gasthaus Hummel","Duggendorf, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"1789","Baiersbronn, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"KAI3","Hörnum, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"ZweiSinn Meiers | Fine Dining","Nuremberg, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Hupperts","Stuttgart, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Aubergine","Starnberg, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Masters","Blankenhain, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Alte Baiz","Neuhausen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Anima","Tuttlingen, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Orangerie","Timmendorfer Strand, Germany","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Délice","Stuttgart, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Restaurant auf Schloss Filseck","Uhingen, Germany","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Eisenbahn","Schwäbisch Hall, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Rebers Pflug","Schwäbisch Hall, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"Gourmetrestaurant Nico Burkhardt","Schorndorf, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Gourmetrestaurant Berlins Krone","Bad Teinach-Zavelstein, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Schote","Essen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"L'étable","Bad Hersfeld, Germany","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Jean","Eltville am Rhein, Germany","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Nagaya","Düsseldorf, Germany","€€€€ · Japanese","€€€€","Japanese",1,"1 Star"
"Gourmet Restaurant im Karner","Frasdorf, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Anthony's Kitchen","Meerbusch, Germany","€€€€ · Innovative","€€€€","Innovative",1,"1 Star"
"Kuultivo","Leipzig, Germany","€€ · Modern Cuisine","€€","Modern Cuisine",1,"1 Star"
"Carmelo Greco","Frankfurt on the Main, Germany","€€€ · Italian","€€€","Italian",1,"1 Star"
"MARBURGER Esszimmer","Marburg, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Cordo","Berlin, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Agata's","Düsseldorf, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"1876 Daniel Dal-Ben","Düsseldorf, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Oettinger's Restaurant","Fellbach, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Hegel Eins","Stuttgart, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Casala - das Restaurant","Meersburg, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Sartory","Augsburg, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Christian & Friends, Tastekitchen","Fulda, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Bécasse","Aachen, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Cookies Cream","Berlin, Germany","€€€€ · Vegetarian","€€€€","Vegetarian",1,"1 Star"
"Sankt Benedikt","Aachen, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"The O'ROOM","Heringsdorf, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"BECKER'S","Trier, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Kucher's Gourmet","Darscheid, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Genießer Stube - Daniel Raub","Friedland, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Bachofer","Waiblingen, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"San Martino - Gourmet by Jochen Fecht","Constance, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Pottkind","Cologne, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Hirsch","Sonnenbühl, Germany","€€ · Classic Cuisine","€€","Classic Cuisine",1,"1 Star"
"Philipp","Sommerhausen, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Huberwirt","Pleiskirchen, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Wielandshöhe","Stuttgart, Germany","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Schwarz Gourmet","Kirchheim an der Weinstraße, Germany","€€€€ · French","€€€€","French",1,"1 Star"
"Merkles Restaurant","Endingen am Kaiserstuhl, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Burg Nideggen - Brockel Schlimbach","Nideggen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Gut Lärchenhof","Pulheim, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Zur Post","Odenthal, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Seestern","Ulm, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Haus Stemberg","Velbert, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"The NOname","Berlin, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Haubentaucher","Rottach-Egern, Germany","€€€ · International","€€€","International",1,"1 Star"
"Storstad","Regensburg, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Michaels Leitenberg","Frasdorf, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"freustil","Ostseebad Binz, Germany","€€€ · Creative","€€€","Creative",1,"1 Star"
"Gourmet-Restaurant Der Butt","Rostock, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Hofstube","Schmallenberg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Koch und Kellner","Nuremberg, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Buchner Welchenberg 1658","Niederwinkling, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Rüssel's Landhaus","Naurath/Wald, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Gasthof zum Bad","Langenau, Germany","€€ · Classic Cuisine","€€","Classic Cuisine",1,"1 Star"
"[KOOK] 36","Deggendorf, Germany","€€€ · Creative","€€€","Creative",1,"1 Star"
"Schiller's Manufaktur","Koblenz, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Genuss-Apotheke","Bad Säckingen, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"kochZIMMER in der Gaststätte zur Ratswaage","Potsdam, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Balthasar","Paderborn, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Wullenwever","Lübeck, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"DiVa","Scharbeutz, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Alte Pfarrey","Neuleiningen, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Showroom","Munich, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"ESS ATELIER STRAUSS","Oberstdorf, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Silberdistel","Ofterschwang, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Stadtpfeiffer","Leipzig, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"La Société","Cologne, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Christian's Restaurant - Gasthof Grainer","Kirchdorf, Germany","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Wirtshaus Meyers Keller","Nördlingen, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"Seesteg","Norderney, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Kesselhaus","Osnabrück, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"VILLINO","Lindau, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"La Vallée Verte","Herleshausen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Laudensacks Gourmet Restaurant","Bad Kissingen, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Ratsstuben","Haltern am See, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Landhaus Scherrer","Hamburg, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"BOK Restaurant Brust oder Keule","Münster, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"Weinstock","Volkach, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Adler","Lahr, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"maiBeck","Cologne, Germany","€€ · Modern Cuisine","€€","Modern Cuisine",1,"1 Star"
"Gabelspiel","Munich, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Clostermanns Le Gourmet","Niederkassel, Germany","€€€ · Creative","€€€","Creative",1,"1 Star"
"Entenstuben","Nuremberg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Keidenzeller Hof","Langenzenn, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Acquarello","Munich, Germany","€€€€ · Italian","€€€€","Italian",1,"1 Star"
"Weinschänke Schloss Groenesteyn","Kiedrich, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Malathounis","Kernen im Remstal, Germany","€€€ · Mediterranean Cuisine","€€€","Mediterranean Cuisine",1,"1 Star"
"Camers Schlossrestaurant","Hohenkammer, Germany","€€€€ · Asian Influences","€€€€","Asian Influences",1,"1 Star"
"MAIN TOWER Restaurant & Lounge","Frankfurt on the Main, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Verbene","Koblenz, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Laurentius","Weikersheim, Germany","€€€ · Country cooking","€€€","Country cooking",1,"1 Star"
"Zeitwerk","Wernigerode, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Dobler's","Mannheim, Germany","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"bi:braud","Ulm, Germany","€€€ · Contemporary","€€€","Contemporary",1,"1 Star"
"Atelier Sanssouci","Radebeul, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Falconera","Öhningen, Germany","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"Waidwerk","Nuremberg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Frieda","Leipzig, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"360°","Limburg an der Lahn, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Sparkling Bistro","Munich, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Sahila - The Restaurant","Cologne, Germany","€€€€ · International","€€€€","International",1,"1 Star"
"taku","Cologne, Germany","€€€€ · Asian","€€€€","Asian",1,"1 Star"
"Storchen","Bad Krozingen, Germany","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"Ich weiß ein Haus am See","Krakow am See, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Leos by Stephan Brandl","Bad Kötzing, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Schloss Loersfeld","Kerpen, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"JUWEL","Schirgiswalde-Kirschau, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Jellyfish","Hamburg, Germany","€€€€ · Seafood","€€€€","Seafood",1,"1 Star"
"Oben","Heidelberg, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Mühlenhelle","Gummersbach, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Apicius","Bad Zwischenahn, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"NeoBiota","Cologne, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Alfredo","Cologne, Germany","€€€ · Italian","€€€","Italian",1,"1 Star"
"Cheval Blanc","Illschwang, Germany","€€€€ · Classic Cuisine","€€€€","Classic Cuisine",1,"1 Star"
"Piment","Hamburg, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Masa Japanese Cuisine","Frankfurt on the Main, Germany","€€€€ · Japanese","€€€€","Japanese",1,"1 Star"
"Das garbo im Löwen","Eggenstein-Leopoldshafen, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"Sterneck","Cuxhaven, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Ursprung","Königsbronn, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Schwingshackl ESSKULTUR Gourmet","Bad Tölz, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Tisane","Nuremberg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Ente","Wiesbaden, Germany","€€€€ · Seasonal Cuisine","€€€€","Seasonal Cuisine",1,"1 Star"
"Maerz - Das Restaurant","Bietigheim-Bissingen, Germany","€€€€ · Creative French","€€€€","Creative French",1,"1 Star"
"Hugos","Berlin, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"ernst","Berlin, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Gasthaus zum Raben","Horben, Germany","€€€ · Classic French","€€€","Classic French",1,"1 Star"
"haebel","Hamburg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Zeik","Hamburg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Handwerk","Hanover, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"Maltes hidden kitchen","Baden-Baden, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Schwarzer Hahn","Deidesheim, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Gasthof Krone","Waldenbuch, Germany","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"5","Stuttgart, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"BjörnsOX","Dermbach, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Friedrich Franz","Bad Doberan, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Richard","Berlin, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Das Grace","Flensburg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"MARKOS","Weingarten, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Bonvivant","Berlin, Germany","€€€ · Vegetarian","€€€","Vegetarian",1,"1 Star"
"Spitzner","Münster, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Kulmeck by Tom Wickboldt","Heringsdorf, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"PAVO im Burghotel Falkenstein","Pfronten, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"SEO Küchenhandwerk","Langenargen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"mural","Munich, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Friedrich","Osnabrück, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"Die Brasserie","Pirmasens, Germany","€€€ · Classic Cuisine","€€€","Classic Cuisine",1,"1 Star"
"tulus lotrek","Berlin, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"halbedel's Gasthaus","Bonn, Germany","€€€€ · Modern French","€€€€","Modern French",1,"1 Star"
"SKYKITCHEN","Berlin, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Intense","Wachenheim an der Weinstraße, Germany","€€€€ · Fusion","€€€€","Fusion",1,"1 Star"
"Shiraz","Wuppertal, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"Bricole","Berlin, Germany","€€€ · Modern French","€€€","Modern French",1,"1 Star"
"Yunico","Bonn, Germany","€€€€ · Japanese","€€€€","Japanese",1,"1 Star"
"Alte Liebe","Augsburg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"faelt","Berlin, Germany","€€€€ · Regional Cuisine","€€€€","Regional Cuisine",1,"1 Star"
"Gotthardt's","Koblenz, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Grammons Restaurant","Dortmund, Germany","€€€€ · Contemporary","€€€€","Contemporary",1,"1 Star"
"Johanns","Waldkirchen, Germany","€€ · Modern Cuisine","€€","Modern Cuisine",1,"1 Star"
"Ostseelounge","Dierhagen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Speiseberg","Halle (saale), Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"ROTER HAHN by Maximilian Schmidt","Regensburg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Nobelhart & Schmutzig","Berlin, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"OX","Darmstadt, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"PUR","Berchtesgaden, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Restaurant Urgestein","Neustadt an der Weinstraße, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Jan Diekjobst Restaurant","Detmold, Germany","€€€ · Seasonal Cuisine","€€€","Seasonal Cuisine",1,"1 Star"
"Pietsch","Wernigerode, Germany","€€€€ · Creative","€€€€","Creative",1,"1 Star"
"Traube","Efringen-Kirchen, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Werneckhof Sigi Schelling","Munich, Germany","€€€€ · French Contemporary","€€€€","French Contemporary",1,"1 Star"
"Mod by Sven Nöthel","Duisburg, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Troyka","Erkelenz, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Mountain Hub Gourmet","Munich, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Gourmetrestaurant ""fine dining RS""","Salach, Germany","€€€€ · French Contemporary","€€€€","French Contemporary",1,"1 Star"
"astrein","Cologne, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Esszimmer im Oberschwäbischen Hof","Schwendi, Germany","€€€ · Modern Cuisine","€€€","Modern Cuisine",1,"1 Star"
"maximilian lorenz","Cologne, Germany","€€€€ · Modern Cuisine","€€€€","Modern Cuisine",1,"1 Star"
"Werners Restaurant","Gernsbach, Germany","€€€€ · Classic French","€€€€","Classic French",1,"1 Star"
"bidlabu","Frankfurt on the Main, Germany","€€€ · Farm to table","€€€","Farm to table",1,"1 Star"
"Taku","London, United Kingdom","££££ · Japanese","££££","Japanese",1,"1 Star"
"Cycene","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"St. Barts","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"SOURCE at Gilpin Hotel","Bowness-on-Windermere, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Endo at The Rotunda","London, United Kingdom","££££ · Japanese","££££","Japanese",1,"1 Star"
"Terre","Castlemartyr, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"Store","Stoke Holy Cross, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Wild Honey St James","London, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Beach House","Oxwich, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"House","Ardmore, Ireland","$$$$ · Modern Cuisine","$$$$","Modern Cuisine",1,"1 Star"
"Sosban & The Old Butchers","Menai Bridge, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Jamavar","London, United Kingdom","£££ · Indian","£££","Indian",1,"1 Star"
"Restaurant Hywel Jones by Lucknam Park","Colerne, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Cottage in the Wood","Braithwaite, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Star Inn at Harome","Harome, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Paul Ainsworth at No.6","Padstow, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Paco Tapas","City of Bristol, United Kingdom","£££ · Spanish","£££","Spanish",1,"1 Star"
"Hambleton Hall","Hambleton, United Kingdom","££££ · Classic Cuisine","££££","Classic Cuisine",1,"1 Star"
"The Tudor Pass","Egham, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Ben Wilkinson at The Pass","Horsham, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"SO|LA","London, United Kingdom","££££ · Californian","££££","Californian",1,"1 Star"
"Winteringham Fields","Winteringham, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Cross","Kenilworth, United Kingdom","£££ · British Contemporary","£££","British Contemporary",1,"1 Star"
"The Coach","Marlow, United Kingdom","££ · Modern British","££","Modern British",1,"1 Star"
"Purnell's","Birmingham, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Quilon","London, United Kingdom","£££ · Indian","£££","Indian",1,"1 Star"
"Ritz Restaurant","London, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Restaurant Twenty-Two","Cambridge, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Benares","London, United Kingdom","££££ · Indian","££££","Indian",1,"1 Star"
"Clock House","Ripley, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Galvin La Chapelle","London, United Kingdom","£££ · French","£££","French",1,"1 Star"
"Hinds Head","Bray, United Kingdom","£££ · Traditional British","£££","Traditional British",1,"1 Star"
"Morston Hall","Morston, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Murano","London, United Kingdom","££££ · Italian","££££","Italian",1,"1 Star"
"Outlaw's New Road","Port Isaac, United Kingdom","££££ · Seafood","££££","Seafood",1,"1 Star"
"Trishna","London, United Kingdom","££ · Indian","££","Indian",1,"1 Star"
"hide and fox","Saltwood, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Simpsons","Birmingham, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Bohemia","Saint Helier, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Black Swan","Oldstead, United Kingdom","££££ · Creative British","££££","Creative British",1,"1 Star"
"alchemilla","Nottingham, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Forest Side","Grasmere, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Lympstone Manor","Lympstone, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Cail Bruich","Glasgow City, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Sorrel","Dorking, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Harwood Arms","London, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Elephant","Torquay, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"The Man Behind The Curtain","Leeds, United Kingdom","££££ · Creative","££££","Creative",1,"1 Star"
"Gidleigh Park","Chagford, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Frog by Adam Handling","London, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Barn","Aughton, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Masons Arms","Knowstone, United Kingdom","£££ · Classic French","£££","Classic French",1,"1 Star"
"Outlaw's Fish Kitchen","Port Isaac, United Kingdom","£££ · Seafood","£££","Seafood",1,"1 Star"
"White Swan","Fence, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"Gymkhana","London, United Kingdom","££££ · Indian","££££","Indian",1,"1 Star"
"Salt","Stratford-on-Avon, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Rogan & Co","Cartmel, United Kingdom","£££ · Creative British","£££","Creative British",1,"1 Star"
"The Sportsman","Seasalter, United Kingdom","£££ · Modern British","£££","Modern British",1,"1 Star"
"House of Tides","Newcastle Upon Tyne, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Glenturret Lalique","Crieff, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"Hakkasan Mayfair","London, United Kingdom","£££ · Chinese","£££","Chinese",1,"1 Star"
"Umu","London, United Kingdom","££££ · Japanese","££££","Japanese",1,"1 Star"
"Upstairs by Tom Shepherd","Lichfield, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"Gravetye Manor","East Grinstead, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Dog and Gun Inn","Skelton, United Kingdom","£££ · British Contemporary","£££","British Contemporary",1,"1 Star"
"Bybrook","Castle Combe, United Kingdom","££££ · Modern British","££££","Modern British",1,"1 Star"
"Kai","London, United Kingdom","££££ · Chinese","££££","Chinese",1,"1 Star"
"Woven by Adam Smith","Ascot, United Kingdom","££££ · Modern Cuisine","££££","Modern Cuisine",1,"1 Star"
"The Dining Room","Malmesbury, United Kingdom","££££ · Creative","££££","Creative",1,"1 Star"
"Pea Porridge","Bury St Edmunds, United Kingdom","££ · Mediterranean Cuisine","££","Mediterranean Cuisine",1,"1 Star"
"Fordwich Arms","Fordwich, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
"The Neptune","Hunstanton, United Kingdom","£££ · Modern Cuisine","£££","Modern Cuisine",1,"1 Star"
